AGENCY_NAME,Offense.Description,Offense.Level,TOTAL,UNDER_18_COUNT,EIGHTEEN_TWENTYNINE_COUNT,THIRTY_PLUS_COUNT
"CHP-HQ A/C, STAFF",DRIVE W/O INTERLOCK DEV,M,7,0,3,4
"CHP-HQ A/C, STAFF",DRIVE WRONG WAY:DIV HWY,M,8,0,2,6
"CHP-HQ A/C, STAFF",DRIVE:LIC SUSPENDED/ETC,M,49,0,19,30
"CHP-HQ A/C, STAFF",DRIVE:RESTRICTED LIC:DUI,M,2,0,0,2
"CHP-HQ A/C, STAFF",DRV:LIC SUSP W/PR W/I 5YR,M,1,0,0,1
"CHP-HQ A/C, STAFF",DUI .08 ALCOHOL:BODLY INJ,M,12,0,4,8
"CHP-HQ A/C, STAFF",DUI ALC/DRUGS:BODILY INJ,M,30,0,13,17
"CHP-HQ A/C, STAFF",DUI ALCOHOL:CAUSE BOD INJ,M,71,0,33,38
"CHP-HQ A/C, STAFF",DUI DRUG:CAUSE BODILY INJ,M,16,0,7,9
"CHP-HQ A/C, STAFF",DUI W/IN 10YRS:PR FEL DUI,M,18,0,4,14
"CHP-HQ A/C, STAFF",DUI W/PR SPEC CONVICTIONS,M,16,0,4,12
"CHP-HQ A/C, STAFF",DUI:ALCOHOL/DRUGS,M,930,0,403,527
"CHP-HQ A/C, STAFF",ENTER/REMAIN ON PSTD PROP,M,1,0,0,1
"CHP-HQ A/C, STAFF",ESC:MENTAL HEALTH FACILTY,M,1,0,1,0
"CHP-HQ A/C, STAFF",EXCESSIVE SPEED,M,25,0,13,12
"CHP-HQ A/C, STAFF",EXHIBIT DEADWPN:NOT F/ARM,M,3,0,0,3
"CHP-HQ A/C, STAFF",FAIL COMPL:DRIVE HOUR/ETC,M,2,0,0,2
"CHP-HQ A/C, STAFF",FAIL INSTAL INTRLCK DEVCE,M,2,0,1,1
"CHP-HQ A/C, STAFF",FAIL OBEY PO:INSPECTN ORD,M,20,0,8,12
"CHP-HQ A/C, STAFF",FAIL OBEY PO:LAWFUL ORDER,M,32,0,6,26
"CHP-HQ A/C, STAFF",FAIL TO APPEAR:WRITN PLEA,M,1,0,1,0
"CHP-HQ A/C, STAFF",FALS RPT CRIME:SPEC PO,M,1,0,1,0
"CHP-HQ A/C, STAFF",FALSE ID TO SPECIFIC PO,M,1,0,0,1
"CHP-HQ A/C, STAFF",FALSE ID TO SPECIFIC PO'S,M,46,0,22,24
"CHP-HQ A/C, STAFF",FALSE PERSONATE:SPEC CIRC,M,1,0,0,1
"CHP-HQ A/C, STAFF",FALSE REPORT EMERGENCY,M,1,0,0,1
"CHP-HQ A/C, STAFF",FALSE RPT VEH THEFT,M,1,0,0,1
"CHP-HQ A/C, STAFF",FELON POSS/ETC STUN GUN,M,2,0,1,1
"CHP-HQ A/C, STAFF",FIGHT IN PUBLIC PLACE,M,1,0,0,1
"CHP-HQ A/C, STAFF",FORCE/ADW-NOT FIREARM:GBI,M,1,0,1,0
"CHP-HQ A/C, STAFF",FORGE/ALTER VEH REG/ETC,M,1,0,0,1
"CHP-HQ A/C, STAFF",FORGE/ETC HANDWRITING/ETC,M,1,0,1,0
"CHP-HQ A/C, STAFF",FORGE/ETC OFFICIAL SEAL,M,2,0,1,1
"CHP-HQ A/C, STAFF",FR:FALSE INFO/AUTH PERSON,M,1,0,1,0
"CHP-HQ A/C, STAFF",GIVE FALSE INFO TO PO,M,7,0,5,2
"CHP-HQ A/C, STAFF",HABITUAL TRAFFIC OFFENDER,M,4,0,2,2
"CHP-HQ A/C, STAFF",HARASS/ETC/PUB PRSNL INFO,M,1,0,0,1
"CHP-HQ A/C, STAFF",HIT AND RUN:INJURY,M,1,0,1,0
"CHP-HQ A/C, STAFF",HIT AND RUN:INJURY/DEATH,M,5,0,1,4
"CHP-HQ A/C, STAFF",ILL POSS ASSAULT WPN,M,1,0,1,0
"CHP-HQ A/C, STAFF",ILL TRANSP AGGREGATE:HWY,M,1,0,0,1
"CHP-HQ A/C, STAFF",ILLEGAL PAY FOR ADOPTION,M,1,0,0,1
"CHP-HQ A/C, STAFF",IMPAIR AIRCRAFT:LIGHT/ETC,M,1,0,1,0
"CHP-HQ A/C, STAFF",INDECENT EXPOSURE,M,1,0,0,1
"CHP-HQ A/C, STAFF",INTENT EVADE PO BICYCLE,M,1,0,0,1
"CHP-HQ A/C, STAFF",MAKE/ETC FICT CHECK/ETC,M,1,0,1,0
"CHP-HQ A/C, STAFF",MALICIOUS MISCHIEF TO VEH,M,1,0,1,0
"CHP-HQ A/C, STAFF",MFG/SALE/POSSESS NUNCHAKU,M,1,0,0,1
"CHP-HQ A/C, STAFF",MFG/SEL -1000:COUNTRFT MK,M,1,0,0,1
"CHP-HQ A/C, STAFF",MFG/SEL 1000+ COUNTRFT MK,M,1,0,1,0
"CHP-HQ A/C, STAFF",MFG/SELL COUNTERFEIT MARK,M,1,0,0,1
"CHP-HQ A/C, STAFF",OBST/ETC BUSNES:PUB AGNCY,M,1,0,1,0
"CHP-HQ A/C, STAFF",OBSTR/ETC PUB OFC:RADIO,M,4,0,1,3
"CHP-HQ A/C, STAFF",OPR MOTR SCOOTR UNDER INF,M,1,0,1,0
"CHP-HQ A/C, STAFF",OWN LET UNLICENSD OPR VEH,M,3,0,3,0
"CHP-HQ A/C, STAFF",PERMIT:TERMS/ETC VIOL,M,1,0,0,1
"CHP-HQ A/C, STAFF",PERSNATE:MAKE OTHR LIABLE,M,2,0,1,1
"CHP-HQ A/C, STAFF",PETTY THEFT,M,2,0,1,1
"CHP-HQ A/C, STAFF",POS CNTL SUB:W/O PRESCRIP,M,1,0,1,0
"CHP-HQ A/C, STAFF",POS/ETC VEH W/ALTERED NBR,M,1,0,0,1
"CHP-HQ A/C, STAFF",POSS CNTL SUB W/O PRESCRP,M,1,0,1,0
"CHP-HQ A/C, STAFF",POSS FIREWORKS W/O PERMIT,M,1,0,1,0
"CHP-HQ A/C, STAFF",POSS MARIJ OVER 28.5 GRAM,M,3,0,2,1
"CHP-HQ A/C, STAFF",POSS MARIJUANA FOR SALE,M,15,0,10,5
"CHP-HQ A/C, STAFF",POSS MARIJUANA SCHL GRNDS,M,1,0,0,1
"CHP-HQ A/C, STAFF",POSS PRSNL ID WIT DEFRAUD,M,1,0,0,1
"CHP-HQ A/C, STAFF",POSS SIMILAR TOLUENE SUB,M,1,0,1,0
"CHP-HQ A/C, STAFF",POSS STOLEN VEH/VES/ETC,M,3,0,1,2
"CHP-HQ A/C, STAFF",POSS UNLAW PARAPHERNALIA,M,40,0,15,25
"CHP-HQ A/C, STAFF",POSSESS BURGLARY TOOLS,M,6,0,2,4
"CHP-HQ A/C, STAFF",POSSESS CNTL SUB,M,23,0,5,18
"CHP-HQ A/C, STAFF",PROSTITUTION,M,1,0,0,1
"CHP-HQ A/C, STAFF",PUT POLLUTANT NEAR WATERS,M,2,0,0,2
"CHP-HQ A/C, STAFF",RECKLESS DRIVING W/INJURY,M,1,0,1,0
"CHP-HQ A/C, STAFF",REFUSE GIVE LICENSE TO PO,M,1,0,0,1
"CHP-HQ A/C, STAFF",RIDE BIKE UNDER INFLUENCE,M,14,0,5,9
"CHP-HQ A/C, STAFF",SEL/ETC ACCESS CARD:FRAUD,M,1,0,0,1
"CHP-HQ A/C, STAFF",SELL/TRNSP/ETC MARIJUANA,M,2,0,1,1
"CHP-HQ A/C, STAFF",SEX W/MINOR:+ OR - 3 YRS,M,1,0,1,0
"CHP-HQ A/C, STAFF",SHO ON VEH/GIV PO FLS REG,M,9,0,3,6
"CHP-HQ A/C, STAFF",SHOOT FIREARM NEGLIGENTLY,M,1,0,1,0
"CHP-HQ A/C, STAFF",SOLICT/ETC TOW/ETC:UNAUTH,M,1,0,1,0
"CHP-HQ A/C, STAFF",SPEED CONTEST/EXH/BLCK RD,M,43,0,36,7
"CHP-HQ A/C, STAFF",TAKE FULLY PROTECTED FISH,M,1,0,0,1
"CHP-HQ A/C, STAFF",TAMPER WITH VEHICLE,M,1,0,0,1
"CHP-HQ A/C, STAFF",THROW SUBSTANCE AT VEH,M,17,0,8,9
"CHP-HQ A/C, STAFF",TRESPAS:DRIV ON PRIV PROP,M,6,0,0,6
"CHP-HQ A/C, STAFF",TRESPASS:CERTAIN UC LAND,M,1,0,0,1
"CHP-HQ A/C, STAFF",TRESPASS:INJURE PROPERTY,M,4,0,0,4
"CHP-HQ A/C, STAFF",TRESPASS:OCC PROP W/O CON,M,51,0,4,47
"CHP-HQ A/C, STAFF",TRESPASS:REF LV PUB BLG,M,6,0,4,2
"CHP-HQ A/C, STAFF",TRESPASSING,M,7,0,1,6
"CHP-HQ A/C, STAFF",TRSPSS:PSTD LND:RFS TO LV,M,5,0,1,4
"CHP-HQ A/C, STAFF",UNDER INFLUENCE CNTL SUB,M,504,0,136,368
"CHP-HQ A/C, STAFF",UNLAWFUL USE/ETC:DRIV LIC,M,3,0,3,0
"CHP-HQ A/C, STAFF",UNREASONABLE NOISE,M,2,0,1,1
"CHP-HQ A/C, STAFF",VANDALISM -$400,M,2,0,1,1
"CHP-HQ A/C, STAFF",VANDALISM -$400/PREV CONV,M,2,0,2,0
"CHP-HQ A/C, STAFF",VANDALISM $400 OR MORE,M,12,0,8,4
"CHP-HQ A/C, STAFF",VANDALISM:DAMAGE PROPERTY,M,1,0,1,0
"CHP-HQ A/C, STAFF",VANDALISM:DEFACE PROPERTY,M,6,0,5,1
"CHP-HQ A/C, STAFF",VEH MANSL W/GROSS NEGLNCE,M,1,0,1,0
"CHP-HQ A/C, STAFF",VEH MANSL W/O GROSS NEG,M,3,0,1,2
"CHP-HQ A/C, STAFF",VIO ORD:PREVNT DOMES VIOL,M,28,0,7,21
"CHP-HQ A/C, STAFF",VIOL PROTECTIVE ORDER:MNR,M,1,0,0,1
"CHP-HQ A/C, STAFF",WIL DISCH F/ARM W/GRS NEG,M,1,0,1,0
"CHP-HQ A/C, STAFF",WILLFUL CRUELTY TO CHILD,M,1,0,0,1
"CHP-HQ A/C, STAFF",FAIL OBEY ORDER JUV COURT,X,1,0,0,1
"CHP-HQ A/C, STAFF",FAIL PROVIDE CDL/ID:AREST,X,2,0,1,1
"CHP-HQ A/C, STAFF",FAIL WRITEN PROMIS:ARREST,X,4,0,1,3
"CHP-HQ A/C, STAFF",FAILURE TO APPEAR WARRANT,X,2,0,0,2
"CHP-HQ A/C, STAFF",PAROLE VIOLATION/REARREST,X,1,0,1,0
"CHP-HQ A/C, STAFF",PRCS VIOLATION,X,1,0,0,1
"CHP-HQ A/C, STAFF",PRCS:FLASH INCARCERATION,X,1,0,1,0
"CHP-HQ A/C, STAFF",PROB VIOL:REAREST/REVOKE,X,19,0,7,12
"CHP-HQ A/C, STAFF",PROB VIOL:REARREST/REVOKE,X,35,0,13,22
"CHP-HQ A/C, STAFF",PROBATION REVOKED/ETC,X,3,0,0,3
LAPD,ROBBERY,F,773,124,397,252
LAPD,BURGLARY,F,650,34,292,324
LAPD,ADW NOT FIREARM,F,1051,30,344,677
LAPD,ROBBERY:SECOND DEGREE,F,188,18,96,74
LAPD,MNR ILL POSS CNCEL WPN:PR,F,17,15,2,0
LAPD,CARJACKING,F,62,13,36,13
LAPD,ROBBERY:FIRST DEGREE,F,93,12,55,26
LAPD,VEHICLE THEFT,F,139,11,75,53
LAPD,GRAND THEFT FROM PERSON,F,35,10,14,11
LAPD,GRAND THEFT:AUTO,F,403,9,199,195
LAPD,L&L W/CHILD UNDER 14,F,36,9,6,21
LAPD,MURDER,F,130,9,52,69
LAPD,CCW ON PERSON,F,69,6,42,21
LAPD,GRAND THEFT,F,139,6,60,73
LAPD,BURGLARY:FIRST DEGREE,F,49,5,21,23
LAPD,CRPL INJ:SPOUS/COHAB/DATE,F,1063,5,411,647
LAPD,ASLT W/FIREARM ON PERSON,F,152,4,74,74
LAPD,CCW IN VEHICLE,F,132,4,89,39
LAPD,CRRY LOAD F/ARM:GANG MEMB,F,26,4,20,2
LAPD,MFG/SALE/ETC METAL KNUCKL,F,50,4,22,24
LAPD,TAKE VEH:NO CNSNT:SPEC PR,F,55,4,31,20
LAPD,FELON/ETC POSS/ETC F/ARM,F,399,3,181,215
LAPD,GRDTHFT:MONEY/LABOR/PROP,F,130,3,59,68
LAPD,POSS CONTROLLED SUBSTANCE,F,795,3,250,542
LAPD,ACCESSORY,F,8,2,3,3
LAPD,CCW IN VEHICLE:OCCUPANT,F,14,2,8,4
LAPD,CONSPIRACY:COMMIT CRIME,F,15,2,4,9
LAPD,CONV PERSN POSS/ETC F/ARM,F,15,2,4,9
LAPD,DUI ALCOHOL:CAUSE BOD INJ,F,224,2,74,148
LAPD,EVADING PO:DISREGARD SFTY,F,46,2,19,25
LAPD,ILL POSS ASSAULT WPN,F,19,2,8,9
LAPD,INFLICT CRPL INJ SP/COHAB,F,991,2,386,603
LAPD,KIDNAPPING,F,47,2,20,25
LAPD,POS/ETC F/ARM:SPEC PRIOR,F,2,2,0,0
LAPD,POSS CNTL SUB FOR SALE,F,267,2,92,173
LAPD,POSS STOLEN VEH/VES/ETC,F,16,2,9,5
LAPD,PROHIB OWN/ETC AMMO/ETC,F,56,2,28,26
LAPD,RAPE BY FORCE/FEAR/ETC,F,18,2,6,10
LAPD,RAPE:VICT INCPBL OF CNSNT,F,38,2,11,25
LAPD,SEX PENETRATION:FORCE/ETC,F,13,2,1,10
LAPD,THEFT,F,9,2,4,3
LAPD,THROW SUB AT VEH:INT:GBI,F,17,2,4,11
LAPD,ADVERTISEMENT:ABORTION,F,1,1,0,0
LAPD,ASLT W/CAUSTIC CHEM/ETC,F,9,1,2,6
LAPD,BAT EMERGENCY PERSON/ETC,F,9,1,6,2
LAPD,BATT W/SERIOUS BODILY INJ,F,38,1,13,24
LAPD,BENCH WARRANT:FTA:FELONY,F,13,1,2,10
LAPD,CARRY CON/DIRK OR DAGGER,F,106,1,43,62
LAPD,CARRY LOAD F/ARM:PR FEL,F,8,1,4,3
LAPD,CONFINED PRSN HOLD HOSTGE,F,1,1,0,0
LAPD,EXTORTION,F,7,1,4,2
LAPD,FALSE PERSONATE:SPEC CIRC,F,16,1,4,11
LAPD,HIT AND RUN:DEATH/INJURY,F,44,1,19,24
LAPD,INF INJ:SPS/ETC W/PR ASLT,F,69,1,25,43
LAPD,KIDNAP TO COMMIT RAPE,F,10,1,2,7
LAPD,KIDNAP TO COMMIT ROBBERY,F,5,1,3,1
LAPD,L&L W/CHILD -14:FORCE/ETC,F,1,1,0,0
LAPD,MFG/ETC LEADED CANE/ETC,F,26,1,12,13
LAPD,MURDER:FIRST DEGREE,F,3,1,1,1
LAPD,OBSTRUCT/RESIST EXEC OFF,F,14,1,9,4
LAPD,ORAL COPULATION,F,2,1,0,1
LAPD,POS/PUR F/SALE NARC/C/SUB,F,110,1,27,82
LAPD,POSS/PUR COKE BASE F/SALE,F,89,1,15,73
LAPD,SEX PENTRATION FORCE/ETC,F,5,1,0,4
LAPD,SEXUAL BATTERY,F,18,1,12,5
LAPD,TRANSP/ETC CNTL SUB,F,115,1,25,89
LAPD,WIL DISCH F/ARM W/GRS NEG,F,19,1,9,9
LAPD,290 VIOL POST INCARC,F,1,0,0,1
LAPD,ADW NOT F/ARM:PO/FIRE:GBI,F,33,0,15,18
LAPD,ADW/FORCE:POSSIBLE GBI,F,66,0,28,38
LAPD,AGG SEXUAL ASLT OF CHILD,F,1,0,1,0
LAPD,ALTER/ETC F/ARM ID MARK,F,4,0,2,2
LAPD,ANNOY/ETC CHILD:ILL ENTRY,F,1,0,0,1
LAPD,ANNOY/MOLEST CHILD-18YRS,F,3,0,0,3
LAPD,ANY PERSON AID ESCAPE,F,1,0,1,0
LAPD,APPROPR LOST PROP,F,3,0,1,2
LAPD,ARRANGE/GO TO MTG W/MINOR,F,2,0,1,1
LAPD,ARSON:FOREST LAND,F,2,0,1,1
LAPD,ARSON:INHABITED STRUCTURE,F,10,0,1,9
LAPD,ARSON:PROPERTY,F,17,0,4,13
LAPD,ASLT CHILD-8:GBI:PERM INJ,F,1,0,0,1
LAPD,ASLT PO W/FIREARM,F,5,0,3,2
LAPD,ASLT PRSN:SEMIAUTO F/ARM,F,22,0,10,12
LAPD,ASLT W/INT COMT RAPE/ETC,F,2,0,1,1
LAPD,ASLT W/MACHINEGUN ON PRSN,F,1,0,0,1
LAPD,ASLT:INTENT RAPE IN 459,F,1,0,0,1
LAPD,ASLT:PENETRATE W/OBJECT,F,1,0,0,1
LAPD,ASSAULT:-18 W/INT TO RAPE,F,1,0,0,1
LAPD,ASSAULT:COMMIT RAPE,F,1,0,0,1
LAPD,ASSAULT:W/INTENT TO RAPE,F,1,0,0,1
LAPD,ATEMPT/MURDER:FED FACILTY,F,1,0,0,1
LAPD,ATT 496 PC:STOLEN PROP,F,13,0,5,8
LAPD,BAT AGAINST PEACE OFFICER,F,11,0,6,5
LAPD,BAT W/INJ:TRNS WRKR/PSNGR,F,4,0,0,4
LAPD,BATT ON CUSTODIAL OFFICER,F,3,0,2,1
LAPD,BATTERY AGAINST PO,F,32,0,20,12
LAPD,BATTERY NONINMATE BY INMT,F,1,0,0,1
LAPD,BRING ALC/DRUGS IN PRISON,F,11,0,0,11
LAPD,BRING CNTL SUB/ETC JAIL,F,56,0,17,39
LAPD,BURGLARY OF POST OFFICE,F,2,0,1,1
LAPD,BURGLARY:SECOND DEGREE,F,25,0,13,12
LAPD,C/LOADED F/ARM:PROHIB/ETC,F,2,0,1,1
LAPD,CARRY CONCEALED STLN WPN,F,2,0,1,1
LAPD,CARRY LOAD F/ARM:COMT FEL,F,3,0,3,0
LAPD,CARRY STOLEN LOADED F/ARM,F,8,0,7,1
LAPD,CCW CRIM ST GANG:ACTIVE,F,1,0,1,0
LAPD,CCW IN VEH W/PR FEL CONV,F,3,0,1,2
LAPD,CCW PROHIB/UNLAWFUL POSS,F,3,0,3,0
LAPD,CHILD CRUELTY:POS INJ/DTH,F,24,0,17,7
LAPD,CHILD STEALING,F,1,0,0,1
LAPD,CIV RGT VIOL:VIOLENT INJ,F,2,0,0,2
LAPD,CONT SEX ABUSE OF CHILD,F,9,0,2,7
LAPD,CONTACT MNR W/INTENT SEX,F,1,0,0,1
LAPD,CONV PRSN POSS/ETC F/ARM,F,2,0,0,2
LAPD,CRRY LOAD F/ARM:PUB:S/CIR,F,21,0,16,5
LAPD,CRRY LOAD H/GUN:NOT OWNER,F,9,0,7,2
LAPD,CRUELTY TO ANIMALS,F,5,0,3,2
LAPD,CULT MARIJ 6+ PLANTS W/PR,F,1,0,0,1
LAPD,DAMAGE/ETC POWER LINES,F,1,0,0,1
LAPD,DEBTR EMBEZZLE PROP PROCE,F,2,0,1,1
LAPD,DEFRAUD INNKEEPER $950+,F,1,0,0,1
LAPD,DEPRIVE RIGHTS:CUST/VISIT,F,1,0,0,1
LAPD,DLR NOT DETERMIN OWNRSHIP,F,1,0,1,0
LAPD,DOMESTIC VIOLENCE W/PR,F,14,0,4,10
LAPD,DSCHRG LASER:OCC AIRCRAFT,F,1,0,0,1
LAPD,DSOBEY DOM REL CRT ORD/PR,F,9,0,4,5
LAPD,DUI .08 ALCOHOL:BODLY INJ,F,2,0,2,0
LAPD,DUI 0.08 W/PR:PER 23550VC,F,20,0,6,14
LAPD,DUI W/PRIORS:PER 23550 VC,F,69,0,17,52
LAPD,EMBEZ BY BAILE/ETC $400+,F,1,0,1,0
LAPD,EMBEZ BY EMPLOYEE $400+,F,1,0,1,0
LAPD,EMBEZL PROP:OFFICER $400+,F,3,0,2,1
LAPD,EMBEZZLE PRIVATE PROPERTY,F,5,0,1,4
LAPD,EMBEZZLE PROP UNDER LEASE,F,1,0,0,1
LAPD,EMBEZZLE RENTED VEHICLE,F,1,0,0,1
LAPD,EMBEZZLEMENT $400+,F,10,0,2,8
LAPD,EMPLOY IND -21 SELL MARIJ,F,1,0,0,1
LAPD,ENTICE MIN FEM: PROSTITU,F,1,0,1,0
LAPD,EVADE PO:CAUSE SBI/DEATH,F,5,0,4,1
LAPD,EVADE PO:DISREGARD SAFETY,F,7,0,4,3
LAPD,EVADE PO:WRONG WAY DRIVER,F,2,0,2,0
LAPD,EXH F/ARM/ETC:RSIST AREST,F,1,0,0,1
LAPD,EXTORTION BY THREAT,F,1,0,0,1
LAPD,FAIL DSCLS ORIGIN:REC/ETC,F,1,0,1,0
LAPD,FAIL REG W/FEL SEX OFF/PR,F,1,0,0,1
LAPD,FAIL TO REG AS SEX OFFNDR,F,3,0,0,3
LAPD,FALSE BOMB REPORT,F,3,0,0,3
LAPD,FALSE IMPRISON W/VIOLENCE,F,5,0,4,1
LAPD,FELON/ADDCT/ETC POS F/ARM,F,1,0,0,1
LAPD,FIREARM AT SCHOOL,F,1,0,0,1
LAPD,FORGE OFFICIAL SEAL,F,9,0,5,4
LAPD,FORGE/ALTER VEH REG/ETC,F,43,0,15,28
LAPD,FORGE/ETC HANDWRITING/ETC,F,4,0,3,1
LAPD,FORGERY,F,15,0,5,10
LAPD,FT/REG/ETC:FEL SEX OFF/PR,F,1,0,0,1
LAPD,FUG JUST:WARRANT ARREST,F,2,0,0,2
LAPD,FUGITIVE AREST W/O WARANT,F,15,0,7,8
LAPD,GAMING VIOLATION,F,2,0,0,2
LAPD,GET CREDIT/ETC OTHER'S ID,F,79,0,32,47
LAPD,GIVE/PLACE/ETC FALSE BOMB,F,1,0,0,1
LAPD,GR VEH MANSL WHILE INTOX,F,3,0,1,2
LAPD,GRAND THEFT:ANML CARCASS,F,1,0,0,1
LAPD,GRAND THEFT:CARCAS PORTN,F,1,0,0,1
LAPD,GRAND THEFT:CONVERT PROP,F,2,0,0,2
LAPD,GRAND THEFT:DOG,F,2,0,2,0
LAPD,GRAND THEFT:FIREARM,F,2,0,0,2
LAPD,GRAND THEFT:GOLD DUST/ETC,F,10,0,4,6
LAPD,GRAND THFT BY SERVANT/ETC,F,1,0,0,1
LAPD,GRND THEFT:FOWL/FRUIT/ETC,F,2,0,0,2
LAPD,GROS VEH MNSL W/VES:INTOX,F,2,0,1,1
LAPD,HARM/DEATH:ELDER/DEP ADLT,F,6,0,1,5
LAPD,HIT AND RUN:INJURY,F,4,0,1,3
LAPD,HRMF MAT SENT:SEX INT MNR,F,1,0,1,0
LAPD,HRMFL MAT SENT:SEDUCE MNR,F,1,0,1,0
LAPD,HUMAN TRAFFICKING/-18YRS,F,5,0,4,1
LAPD,HUMAN TRAFFICKING/LABOR,F,8,0,6,2
LAPD,ILL DISP HAZ C/SUB/WASTE,F,1,0,0,1
LAPD,ILLEGAL CNTL SUB PRESCRIP,F,1,0,1,0
LAPD,ILUSE TEARGAS/TEARGAS WPN,F,9,0,4,5
LAPD,IND EXP:ILL ENTR OCC DWEL,F,4,0,2,2
LAPD,INDECENT EXPOSURE W/PRIOR,F,2,0,0,2
LAPD,INFLICT INJ/ETC ON CHILD,F,3,0,2,1
LAPD,INFLICT INJURY ON CHILD,F,1,0,1,0
LAPD,INTIMIDATE WIT/VICT,F,1,0,0,1
LAPD,KEP PLACE:SEL/ETC N/C/SUB,F,60,0,36,24
LAPD,KIDNAP CHILD UNDER 14 YRS,F,1,0,0,1
LAPD,KIDNAP DURING CARJACKING,F,1,0,0,1
LAPD,KIDNAPPING FOR RANSOM,F,4,0,1,3
LAPD,KNOWINGLY USE PERSON ID,F,3,0,2,1
LAPD,L&L ACTS W/CHILD:AGE SPEC,F,2,0,0,2
LAPD,L&L W/DEP ADLT BY CARETKR,F,2,0,0,2
LAPD,MAKE FICTITIOUS CHECK,F,1,0,0,1
LAPD,MAL SET/ETC FIRE PROP/ETC,F,11,0,6,5
LAPD,MAYHEM,F,6,0,2,4
LAPD,MFG/ETC CNTL SUB,F,2,0,1,1
LAPD,MFG/ETC LG CAPACITY MAG,F,2,0,1,1
LAPD,MFG/ETC SHORT BARRL RIFLE,F,4,0,4,0
LAPD,MFG/ETC SHORT-BARREL GUN,F,1,0,0,1
LAPD,MFG/SALE/ETC CANE SWORD,F,1,0,1,0
LAPD,MFG/SALE/POSS SHURIKEN,F,1,0,0,1
LAPD,MFG/SALE/POSSESS NUNCHAKU,F,6,0,0,6
LAPD,MFG/SELL/ETC ASSAULT WPN,F,9,0,8,1
LAPD,MRDR:1ST DEG:SHOOT F/VEH,F,2,0,2,0
LAPD,MURDER:SECOND DEGREE,F,2,0,2,0
LAPD,OBSCN IMAGS:MNR SEX ACT,F,2,0,1,1
LAPD,ORAL COP BY FORCE/FEAR,F,2,0,0,2
LAPD,ORAL COP IN CONCRT W/FORC,F,2,0,0,2
LAPD,ORAL COP W/MNR UNDER 14YR,F,1,0,0,1
LAPD,ORAL COP:VICT UNDER 10YRS,F,5,0,1,4
LAPD,OWN/ETC CHOP SHOP,F,2,0,0,2
LAPD,PANDER:PROCR PRSN F/PROST,F,18,0,12,6
LAPD,PANDERING,F,8,0,2,6
LAPD,PEN:F/OBJ/ETC:VIC UNCONS,F,1,0,0,1
LAPD,PERSNATE:MAKE OTHR LIABLE,F,5,0,2,3
LAPD,PETTY THEFT:-$950 W/PRIOR,F,8,0,3,5
LAPD,PHENCYCLIDINE/ETC F/SALE,F,4,0,0,4
LAPD,PIMPING,F,7,0,1,6
LAPD,POS WPN/ETC:CMPUS:NOT GUN,F,1,0,0,1
LAPD,POS/ETC BAD/ETC CHEKS/ETC,F,1,0,1,0
LAPD,POS/ETC F/ARM:PR VIOL OFF,F,3,0,2,1
LAPD,POSS $ FROM SALE CNTL SUB,F,1,0,1,0
LAPD,POSS CNTL SUB WHILE ARMED,F,83,0,39,44
LAPD,POSS F/SALE DES CNTL SUB,F,6,0,3,3
LAPD,POSS ID OF 10+ PRSN:WID,F,9,0,3,6
LAPD,POSS MARIJ FOR SALE W/PR,F,2,0,1,1
LAPD,POSS OBS MTR:MNR:ATTEMPT,F,2,0,0,2
LAPD,POSS SUB:INT:MFG METH/ETC,F,1,0,0,1
LAPD,POSS SUB:INT:MFG PCP/ETC,F,1,0,0,1
LAPD,POSSESS METHAQUALONE/ETC,F,1,0,1,0
LAPD,POSSESS NARCOTIC CNTL SUB,F,368,0,124,244
LAPD,PRVENT/DISUADE VIC/WITNES,F,3,0,1,2
LAPD,PTHFT W/PR JAIL:SPEC OFNS,F,3,0,0,3
LAPD,RAPE OF DRUGGED VICTIM,F,3,0,1,2
LAPD,RAPE SPOUSE BY FORCE/ETC,F,9,0,1,8
LAPD,RAPE SPOUSE UND C/SUB/ETC,F,1,0,0,1
LAPD,RAPE:SPOUSE UNCON OF ACT,F,1,0,0,1
LAPD,RAPE/ETC:CNCRT FORCE/VIOL,F,2,0,0,2
LAPD,REAL PROPERTY VIOLATION,F,1,0,0,1
LAPD,RENT/ETC:SEL/ETC CNTL SUB,F,3,0,1,2
LAPD,ROB:1ST DEG:CAB/ETC/DWELL,F,1,0,1,0
LAPD,SELL MARIJUANA TO MINOR,F,1,0,0,1
LAPD,SELL/ETC LOST/ETC ACC CRD,F,1,0,1,0
LAPD,SEND/SELL/ETC OBS MTR:MNR,F,1,0,0,1
LAPD,SEX REG FAIL RPT ADD CHG,F,1,0,0,1
LAPD,SEX W/MINOR:3+ YRS YOUNGR,F,5,0,2,3
LAPD,SEX/P FRGN OBJ/ETC:INCAPB,F,1,0,0,1
LAPD,SHOOT:INHAB DWELL/VEH/ETC,F,7,0,0,7
LAPD,SLICT/ETC BUS:FAK INS CLA,F,1,0,1,0
LAPD,SODOMY,F,7,0,3,4
LAPD,SODOMY IN CONCERT W/FORCE,F,2,0,0,2
LAPD,SODOMY:PERSON UNDER 16,F,1,0,0,1
LAPD,STALKING W/PR,F,2,0,0,2
LAPD,STALKNG:TEMP RESTRAIN ORD,F,5,0,1,4
LAPD,SX OFF FAIL ANNUAL UPDATE,F,12,0,1,11
